run_accession	description
SRR16608643	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608647	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608648	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608650	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608652	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608654	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608664	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608665	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608668	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608670	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608676	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608679	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608681	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608682	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608688	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608694	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608695	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608698	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608700	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608701	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608703	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608705	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608706	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608707	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608708	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608712	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608715	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608718	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608721	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608722	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608723	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608727	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608728	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608734	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608735	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608737	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608741	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608743	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608750	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608751	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608756	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608758	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608759	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608763	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608766	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608769	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608774	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608775	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608776	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608777	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608778	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608785	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608790	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608797	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608805	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608811	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608812	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608815	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608817	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608819	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608820	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608822	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608824	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608835	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608842	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608843	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608845	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608846	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608847	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608850	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608852	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608853	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608854	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608855	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608856	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608857	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608859	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608862	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608864	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608870	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608875	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608879	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608883	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608884	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16631432	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631433	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631434	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631440	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631442	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631449	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631450	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631479	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631492	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631548	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631549	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631557	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631568	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631569	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631648	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631654	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631655	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631656	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631658	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631660	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631663	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631665	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the slurry from organic-extensive swine farm
SRR16631691	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631716	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631720	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631721	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the slurry from intensive swine farm
SRR16631724	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631726	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the slurry from organic-extensive swine farm
SRR16631729	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from intensive swine farm
SRR16631801	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631806	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631807	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631812	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631815	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631827	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16631832	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the environment from organic-extensive swine farm
SRR16631835	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from organic-extensive swine farm
SRR16631840	NextSeq 500 sequencing: WGS of Enterococcus faecium: isolate recovered from the feces of Sus scrofa from intensive swine farm
SRR16805072	MinION sequencing: MinION sequencing of 2001564
SRR16866289	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866298	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866300	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866303	Illumina HiSeq 4000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866306	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866307	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866308	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866310	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866311	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866313	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866315	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866316	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866321	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866324	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866325	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866326	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866332	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866334	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866339	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866342	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866343	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866344	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866345	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866347	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866349	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866352	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866359	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866360	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866362	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866363	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866366	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866369	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866370	Illumina HiSeq 4000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866374	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866378	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866379	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866381	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866384	Illumina HiSeq 4000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866385	Illumina HiSeq 4000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866387	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866389	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866398	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866400	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866403	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866404	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866405	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866408	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866410	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866411	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866413	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
SRR16866415	Illumina NovaSeq 6000 sequencing: DNA Sequencing of Enterococcus faecium
